2022-01-27 07:38:55,808 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:39:03,466 DEBUG   SenderThread:36345 [sender.py:send():160] send: telemetry
2022-01-27 07:39:03,482 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:03,953 DEBUG   SenderThread:36345 [sender.py:send():160] send: exit
2022-01-27 07:39:03,953 INFO    SenderThread:36345 [sender.py:send_exit():238] handling exit code: 1
2022-01-27 07:39:03,953 INFO    SenderThread:36345 [sender.py:send_exit():246] send defer
2022-01-27 07:39:03,953 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,953 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:03,953 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:03,954 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 0
2022-01-27 07:39:03,954 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,954 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:03,954 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 0
2022-01-27 07:39:03,954 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 1
2022-01-27 07:39:03,954 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:03,954 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 1
2022-01-27 07:39:03,990 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,990 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:03,990 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 1
2022-01-27 07:39:03,990 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 2
2022-01-27 07:39:03,990 DEBUG   SenderThread:36345 [sender.py:send():160] send: stats
2022-01-27 07:39:03,990 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:03,990 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 2
2022-01-27 07:39:03,990 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,990 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:03,990 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 2
2022-01-27 07:39:03,990 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 3
2022-01-27 07:39:03,991 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:03,991 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 3
2022-01-27 07:39:03,991 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
2022-01-27 07:39:03,991 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:39:03,991 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,991 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:03,991 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 3
2022-01-27 07:39:03,991 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 4
2022-01-27 07:39:03,991 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:03,992 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 4
2022-01-27 07:39:03,992 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:03,992 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:03,992 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 4
2022-01-27 07:39:04,008 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 5
2022-01-27 07:39:04,013 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:04,013 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 5
2022-01-27 07:39:04,013 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,013 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:04,013 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 5
2022-01-27 07:39:04,014 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 6
2022-01-27 07:39:04,016 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:04,017 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 6
2022-01-27 07:39:04,017 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,017 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:04,017 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 6
2022-01-27 07:39:04,055 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:04,574 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 7
2022-01-27 07:39:04,575 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,575 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:04,576 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:04,576 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 7
2022-01-27 07:39:04,577 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,578 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:04,578 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 7
2022-01-27 07:39:04,578 INFO    SenderThread:36345 [sender.py:send_request_defer():291] send defer: 8
